0,5411232;0,3973262;0,5827859;
3,075976;2,804493;4,280407;
24,9186;43,12399;4,883525;
3,495262;-36,45088;20,79944;
0,259567;0,07492286;0,05056089;
0,02794047;0,1915222;1,154171;
0,2852404;3,193057;1,680683;
-4,823404;17,63146;-20,96086;
0,3081922;0,1448957;0,2139945;
3,389246;0,2787126;3,761521;
8,429336;3,291301;23,64033;
-1,607695;23,09571;-11,98902;
0,4429246;0,7131587;0,4913853;
3,899377;0,7582914;3,953118;
25,01807;43,98627;13,25259;
0,2220068;-18,93994;-11,88826;
0,7179174;0,6650836;0,2898973;
6,174593;5,377216;1,153118;
5,407595;39,60249;12,48926;
19,34173;-32,32682;1,453577;
0,1030966;0,2117465;0,4252779;
1,903369;1,921146;5,320329;
15,38297;1,919566;38,40033;
8,202331;10,19162;8,388893;
