0,8151346;1,365121;0,7200785;
1,602207;4,166516;3,83863;
27,01873;27,00419;7,495111;
-15,19423;28,76227;-13,05337;
0,8625067;0,3920652;0,05581695;
5,965355;4,580473;0,8179848;
13,88513;42,01731;6,190667;
-17,94555;-29,88296;-5,705669;
1,171422;0,6250036;0,8002752;
1,924504;1,557925;1,463982;
40,93733;2,579668;9,024099;
-23,17517;-32,9531;-3,508824;
1,369824;0,6647879;0,9546903;
4,306593;4,031451;6,211051;
30,40626;3,070078;13,67437;
-11,92852;-6,722444;5,622849;
1,339733;0,7227211;1,458833;
1,852132;2,172066;2,002475;
15,9444;39,38839;17,65004;
-11,10585;-22,04293;1,499331;
0,9139519;0,4266376;0,6248273;
2,746146;5,545721;0,186485;
26,93786;11,27971;37,96113;
-13,74851;30,24666;8,266378;
